10,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,72772,13,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,пурпурный,"{{#Samsung,#пурпурный,#Премиум}}"
11,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,84325,8,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,золотистый,"{{#Samsung,#золотистый,#Премиум}}"
12,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,19367,4,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,розовый,"{{#Samsung,#розовый,#Бюджетный}}"
13,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,20078,11,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,серебристый,"{{#Samsung,#серебристый,#Премиум}}"
14,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,8043,15,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,черный,"{{#Samsung,#черный,#Бюджетный}}"
15,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,43228,7,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,белый,"{{#Samsung,#белый,#Премиум}}"
16,756658,Мобильный телефон Samsung Galaxy S7 Edge 32GB,8641,13,"Выпустив в 2015 году флагман S6 в двух версиях — обычной и с закруглёнными краями экрана — Samsung решили сохранить эту традицию и в 2016: данная модель является модификацией «обычного» S7. Однако, в отличие от предшественников, смартфон Samsung Galaxy S7 Edge получил более крупный, 5,5"" экран. Также из нововведений стоит отметить поддержку карт памяти, новейшую ОС Android 6.0, улучшенные характеристики основной камеры и пылевлагозащищённый корпус (IP68). Данная версия является младшей по объёму встроенной памяти — 32 ГБ; при этом, как и полагается флагману, аппарат имеет мощную «начинку» и весьма обширный функционал, как основной, так и дополнительный. ",Samsung,синий,"{{#Samsung,#синий,#Бюджетный}}"
17,916176,Мобильный телефон Apple iPhone 7 32GB,33277,6,"Высококлассный смартфон от Apple, представитель десятого по счёт поколения «айфонов», представленного в 2016 году. Впрочем, конкретно эта модель является самой скромной из «семёрок» — она не только относится к младшей линейке, имеющей 4,7"" экраны, но ещё и несёт всего 32 ГБ встроенной памяти — очень немного по сравнению с остальными вариантами. «Сердцем» смартфона Apple iPhone 7 стал процессор Fusion A10 с 4 ядрами (2+2), благодаря которому заявлен рост производительности в 2 раза по сравнению с шестой моделью. Металлический корпус получил пылевлагозащиту по стандарту IP67 и пять вариантов расцветки (однако в «специальном» красном цвете, RED, данная модель не выпускается). Разрешение дисплея осталось прежним — 1334х750; а вот яркость и насыщенность заметно выросли. Продвинутая основная камера на 12 Мп получила оптическую стабилизацию и четырёхцветную вспышку True Tone, а возможностей аппарата хватает для фотосъёмки прямо в процессе записи 4K-видео. При всём этом автономность составила 12 ч в режиме Интернет-серфинга. А вот от порта 3.5 мм производитель отказался — пользователю доступен только Lightning. 
",Apple,пурпурный,"{{#Apple,#пурпурный,#Премиум}}"
18,916176,Мобильный телефон Apple iPhone 7 32GB,21504,12,"Высококлассный смартфон от Apple, представитель десятого по счёт поколения «айфонов», представленного в 2016 году. Впрочем, конкретно эта модель является самой скромной из «семёрок» — она не только относится к младшей линейке, имеющей 4,7"" экраны, но ещё и несёт всего 32 ГБ встроенной памяти — очень немного по сравнению с остальными вариантами. «Сердцем» смартфона Apple iPhone 7 стал процессор Fusion A10 с 4 ядрами (2+2), благодаря которому заявлен рост производительности в 2 раза по сравнению с шестой моделью. Металлический корпус получил пылевлагозащиту по стандарту IP67 и пять вариантов расцветки (однако в «специальном» красном цвете, RED, данная модель не выпускается). Разрешение дисплея осталось прежним — 1334х750; а вот яркость и насыщенность заметно выросли. Продвинутая основная камера на 12 Мп получила оптическую стабилизацию и четырёхцветную вспышку True Tone, а возможностей аппарата хватает для фотосъёмки прямо в процессе записи 4K-видео. При всём этом автономность составила 12 ч в режиме Интернет-серфинга. А вот от порта 3.5 мм производитель отказался — пользователю доступен только Lightning. 
",Apple,золотистый,"{{#Apple,#золотистый,#Премиум}}"
19,916176,Мобильный телефон Apple iPhone 7 32GB,23631,9,"Высококлассный смартфон от Apple, представитель десятого по счёт поколения «айфонов», представленного в 2016 году. Впрочем, конкретно эта модель является самой скромной из «семёрок» — она не только относится к младшей линейке, имеющей 4,7"" экраны, но ещё и несёт всего 32 ГБ встроенной памяти — очень немного по сравнению с остальными вариантами. «Сердцем» смартфона Apple iPhone 7 стал процессор Fusion A10 с 4 ядрами (2+2), благодаря которому заявлен рост производительности в 2 раза по сравнению с шестой моделью. Металлический корпус получил пылевлагозащиту по стандарту IP67 и пять вариантов расцветки (однако в «специальном» красном цвете, RED, данная модель не выпускается). Разрешение дисплея осталось прежним — 1334х750; а вот яркость и насыщенность заметно выросли. Продвинутая основная камера на 12 Мп получила оптическую стабилизацию и четырёхцветную вспышку True Tone, а возможностей аппарата хватает для фотосъёмки прямо в процессе записи 4K-видео. При всём этом автономность составила 12 ч в режиме Интернет-серфинга. А вот от порта 3.5 мм производитель отказался — пользователю доступен только Lightning. 
",Apple,красный,"{{#Apple,#красный,#Премиум}}"
20,916176,Мобильный телефон Apple iPhone 7 32GB,47888,2,"Высококлассный смартфон от Apple, представитель десятого по счёт поколения «айфонов», представленного в 2016 году. Впрочем, конкретно эта модель является самой скромной из «семёрок» — она не только относится к младшей линейке, имеющей 4,7"" экраны, но ещё и несёт всего 32 ГБ встроенной памяти — очень немного по сравнению с остальными вариантами. «Сердцем» смартфона Apple iPhone 7 стал процессор Fusion A10 с 4 ядрами (2+2), благодаря которому заявлен рост производительности в 2 раза по сравнению с шестой моделью. Металлический корпус получил пылевлагозащиту по стандарту IP67 и пять вариантов расцветки (однако в «специальном» красном цвете, RED, данная модель не выпускается). Разрешение дисплея осталось прежним — 1334х750; а вот яркость и насыщенность заметно выросли. Продвинутая основная камера на 12 Мп получила оптическую стабилизацию и четырёхцветную вспышку True Tone, а возможностей аппарата хватает для фотосъёмки прямо в процессе записи 4K-видео. При всём этом автономность составила 12 ч в режиме Интернет-серфинга. А вот от порта 3.5 мм производитель отказался — пользователю доступен только Lightning. 
",Apple,розовый,"{{#Apple,#розовый,#Премиум}}"
21,916176,Мобильный телефон Apple iPhone 7 32GB,66561,11,"Высококлассный смартфон от Apple, представитель десятого по счёт поколения «айфонов», представленного в 2016 году. Впрочем, конкретно эта модель является самой скромной из «семёрок» — она не только относится к младшей линейке, имеющей 4,7"" экраны, но ещё и несёт всего 32 ГБ встроенной памяти — очень немного по сравнению с остальными вариантами. «Сердцем» смартфона Apple iPhone 7 стал процессор Fusion A10 с 4 ядрами (2+2), благодаря которому заявлен рост производительности в 2 раза по сравнению с шестой моделью. Металлический корпус получил пылевлагозащиту по стандарту IP67 и пять вариантов расцветки (однако в «специальном» красном цвете, RED, данная модель не выпускается). Разрешение дисплея осталось прежним — 1334х750; а вот яркость и насыщенность заметно выросли. Продвинутая основная камера на 12 Мп получила оптическую стабилизацию и четырёхцветную вспышку True Tone, а возможностей аппарата хватает для фотосъёмки прямо в процессе записи 4K-видео. При всём этом автономность составила 12 ч в режиме Интернет-серфинга. А вот от порта 3.5 мм производитель отказался — пользователю доступен только Lightning. 
",Apple,серебристый,"{{#Apple,#серебристый,#Премиум}}"
22,916176,Мобильный телефон Apple iPhone 7 32GB,87211,15,"Высококлассный смартфон от Apple, представитель десятого по счёт поколения «айфонов», представленного в 2016 году. Впрочем, конкретно эта модель является самой скромной из «семёрок» — она не только относится к младшей линейке, имеющей 4,7"" экраны, но ещё и несёт всего 32 ГБ встроенной памяти — очень немного по сравнению с остальными вариантами. «Сердцем» смартфона Apple iPhone 7 стал процессор Fusion A10 с 4 ядрами (2+2), благодаря которому заявлен рост производительности в 2 раза по сравнению с шестой моделью. Металлический корпус получил пылевлагозащиту по стандарту IP67 и пять вариантов расцветки (однако в «специальном» красном цвете, RED, данная модель не выпускается). Разрешение дисплея осталось прежним — 1334х750; а вот яркость и насыщенность заметно выросли. Продвинутая основная камера на 12 Мп получила оптическую стабилизацию и четырёхцветную вспышку True Tone, а возможностей аппарата хватает для фотосъёмки прямо в процессе записи 4K-видео. При всём этом автономность составила 12 ч в режиме Интернет-серфинга. А вот от порта 3.5 мм производитель отказался — пользователю доступен только Lightning. 
",Apple,черный,"{{#Apple,#черный,#Премиум}}"
23,1078250,Мобильный телефон Samsung Galaxy S8,73725,8,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,пурпурный,"{{#Samsung,#пурпурный,#Премиум}}"
24,1078250,Мобильный телефон Samsung Galaxy S8,92775,12,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,золотистый,"{{#Samsung,#золотистый,#Премиум}}"
25,1078250,Мобильный телефон Samsung Galaxy S8,99920,8,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,красный,"{{#Samsung,#красный,#Премиум}}"
26,1078250,Мобильный телефон Samsung Galaxy S8,44550,6,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,серебристый,"{{#Samsung,#серебристый,#Премиум}}"
27,1078250,Мобильный телефон Samsung Galaxy S8,58605,12,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,фиолетовый,"{{#Samsung,#фиолетовый,#Премиум}}"
28,1078250,Мобильный телефон Samsung Galaxy S8,88460,15,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,черный,"{{#Samsung,#черный,#Премиум}}"
29,1078250,Мобильный телефон Samsung Galaxy S8,62624,3,"Высококлассный смартфон от корейского производителя, флагманская модель, пришедшая на смену Galaxy S7 весной 2017 года. Впрочем, корректнее будет сравнивать аппарат всё же с S7 Edge: дисплей нового смартфона тоже загибается за края передней панели. При этом даже внешние отличия от предшественника весьма заметные. Так, дисплей в смартфоне Samsung Galaxy S8 увеличился до 5,8"", а его разрешение — до 2960х1440. Все кнопки на передней панели теперь встроены в экран, сканер отпечатка пальца установлен на металлической задней панели. Корпус защищён от пыли и влаги (IP68). Внутри корпуса работает чип Exynos 8895 с 8 ядрами (4+4) и 4 ГБ оперативной памяти; встроенный накопитель вмещает 64 ГБ, а вместо второй «симки» можно установить карту памяти. Камер, по сути, три — основная на 12 Мп (такая же, как в S7, но с улучшенной программной частью), фронтальная на 8 Мп и фронтальная служебная для разблокировки по лицу или радужке глаза. Из коммуникаций стоит отдельно упомянуть Bluetooth 5.0, с поддержкой сразу 2 пар беспроводных наушников, и беспроводную зарядку.",Samsung,синий,"{{#Samsung,#синий,#Премиум}}"
